colour	x	y	group	clickSelects
#F8766D	0.722984562607203	NA	189	American Samoa
#F8766D	0.740137221269296	NA	189	American Samoa
#F8766D	0.757289879931389	NA	189	American Samoa
#F8766D	0.774442538593481	NA	189	American Samoa
#F8766D	0.791595197255574	NA	189	American Samoa
#F8766D	0.808747855917666	NA	189	American Samoa
#F8766D	0.825900514579759	NA	189	American Samoa
#F8766D	0.843053173241851	NA	189	American Samoa
#F8766D	0.860205831903944	NA	189	American Samoa
#F8766D	0.877358490566037	NA	189	American Samoa
#F8766D	0.894511149228129	NA	189	American Samoa
#F8766D	0.911663807890222	NA	189	American Samoa
#F8766D	0.928816466552314	NA	189	American Samoa
#F8766D	0.945969125214407	NA	189	American Samoa
#C49A00	0.0540308747855932	0.696240418830468	30	Austria
#C49A00	0.0711835334476857	0.71169258489466	30	Austria
#C49A00	0.0883361921097783	0.707519815996854	30	Austria
#C49A00	0.105488850771871	0.70961000078173	30	Austria
#C49A00	0.122641509433963	0.717062459623806	30	Austria
#C49A00	0.139794168096056	0.713949984462326	30	Austria
#C49A00	0.156946826758149	0.718993030297837	30	Austria
#C49A00	0.174099485420241	0.716997853912274	30	Austria
#C49A00	0.191252144082334	0.719175446424518	30	Austria
#C49A00	0.208404802744426	0.715679137329815	30	Austria
#C49A00	0.225557461406519	0.716576016619326	30	Austria
